id,ads_id,device_type,device_id,timestamp
2495,imlek_campaign,Android,174.138.120.109,2023-09-27T13:59:33.000000
102,imlek_campaign,Android,152.124.0.101,2010-07-23T02:03:52.000000
8547,lebaran_campaign,Desktop,161.63.124.191,1983-01-11T13:47:06.000000
688,natal_campaign,Desktop,52.240.228.57,1981-11-20T15:04:37.000000
9460,imlek_campaign,IOS,161.192.98.188,1986-11-13T02:48:28.000000
9018,imlek_campaign,Desktop,191.147.88.74,2023-06-24T20:58:05.000000
507,lebaran_campaign,Android,98.131.189.33,1976-12-16T10:04:02.000000
9783,natal_campaign,Desktop,179.121.194.246,2021-09-04T06:07:36.000000
953,lebaran_campaign,Android,34.228.66.150,1982-07-15T11:13:14.000000
4538,natal_campaign,IOS,178.180.69.72,2000-06-22T07:55:12.000000
50,natal_campaign,IOS,66.136.73.219,2020-02-09T17:43:12.000000
887,imlek_campaign,IOS,94.219.96.127,2018-01-23T12:05:34.000000
5295,imlek_campaign,IOS,93.38.95.165,1993-10-28T19:01:04.000000
5200,natal_campaign,Desktop,2.249.82.172,1986-04-03T16:46:36.000000
4749,imlek_campaign,IOS,159.107.61.36,2000-06-12T04:10:46.000000
4410,natal_campaign,IOS,209.141.45.69,1989-03-10T12:43:08.000000
3661,lebaran_campaign,IOS,180.54.252.147,1999-09-25T13:30:35.000000
2445,imlek_campaign,IOS,72.251.29.181,2015-12-04T00:49:26.000000
7034,imlek_campaign,Desktop,196.23.156.196,1975-02-02T16:14:26.000000
3565,imlek_campaign,Desktop,141.64.46.137,2010-12-26T01:36:48.000000
7011,lebaran_campaign,IOS,210.81.2.119,1978-12-03T03:58:53.000000
4816,imlek_campaign,Android,16.140.93.251,1996-04-15T20:08:01.000000
4010,lebaran_campaign,Android,35.135.163.138,2023-07-17T03:35:31.000000
8700,lebaran_campaign,Desktop,70.211.172.137,1998-11-11T19:47:24.000000
8681,imlek_campaign,Android,180.109.141.172,1996-02-18T22:14:03.000000
4581,lebaran_campaign,Desktop,181.140.132.98,2006-12-07T14:57:29.000000
8307,imlek_campaign,IOS,39.13.156.219,1981-04-05T22:31:49.000000
7158,imlek_campaign,Android,24.111.30.144,2013-02-08T15:27:57.000000
6173,natal_campaign,Android,98.61.32.70,1988-07-08T01:42:15.000000
3105,imlek_campaign,Desktop,148.182.7.160,1977-11-27T08:23:21.000000
7361,lebaran_campaign,Desktop,15.155.171.120,1989-11-05T15:21:23.000000
7525,natal_campaign,IOS,39.210.61.236,2007-09-17T08:26:10.000000
6889,imlek_campaign,Desktop,209.223.32.189,1975-01-25T12:35:06.000000
7364,lebaran_campaign,IOS,64.238.165.37,1980-09-12T18:16:45.000000
2625,lebaran_campaign,IOS,18.0.64.84,1973-06-22T08:36:20.000000
7340,natal_campaign,Desktop,160.182.252.251,1977-10-09T21:25:47.000000
5939,lebaran_campaign,IOS,112.231.39.159,2005-11-18T08:03:00.000000
9156,natal_campaign,Android,205.108.122.50,2006-03-09T04:07:22.000000
8654,lebaran_campaign,Desktop,39.204.52.13,2000-03-26T15:49:19.000000
3802,lebaran_campaign,Desktop,73.109.140.148,1983-10-12T00:22:30.000000
2507,lebaran_campaign,IOS,125.239.234.224,2007-08-01T11:16:30.000000
7515,natal_campaign,IOS,87.75.209.81,2022-04-04T17:44:19.000000
930,natal_campaign,Android,172.140.105.179,2009-06-16T12:59:12.000000
2249,natal_campaign,Desktop,128.190.223.137,2011-01-15T05:07:08.000000
6394,natal_campaign,Android,184.64.135.62,1977-11-08T14:34:39.000000
4067,natal_campaign,IOS,217.18.232.225,1983-06-18T03:18:17.000000
397,imlek_campaign,IOS,191.176.68.97,1985-03-05T15:47:00.000000
2825,natal_campaign,Desktop,156.51.245.182,1973-04-20T16:25:52.000000
5890,natal_campaign,IOS,70.101.5.183,1972-03-06T07:38:13.000000
4570,imlek_campaign,Desktop,134.118.189.249,2008-04-18T19:14:58.000000
9868,natal_campaign,IOS,198.220.67.203,1991-12-30T22:22:07.000000
4509,lebaran_campaign,Desktop,33.108.10.174,2004-02-04T07:55:28.000000
3803,natal_campaign,Android,190.172.193.110,1971-03-05T12:05:26.000000
7344,imlek_campaign,Android,117.24.12.31,2008-01-27T08:05:49.000000
222,imlek_campaign,Android,160.130.44.179,1990-11-04T14:57:18.000000
4700,imlek_campaign,Android,40.193.120.116,2013-02-18T10:09:29.000000
582,imlek_campaign,Android,180.203.220.246,1983-08-30T06:04:16.000000
553,imlek_campaign,Desktop,25.196.0.32,2006-12-19T09:41:24.000000
4909,natal_campaign,Desktop,157.11.97.105,2008-09-01T05:35:08.000000
8040,natal_campaign,Desktop,148.83.255.9,1981-06-01T17:14:20.000000
6741,lebaran_campaign,Android,142.252.6.251,1974-08-15T10:29:53.000000
9904,natal_campaign,IOS,102.79.163.14,2004-02-23T20:30:53.000000
7213,lebaran_campaign,IOS,53.52.151.4,1993-03-19T16:17:07.000000
8122,imlek_campaign,Desktop,144.35.190.236,1995-07-26T19:07:41.000000
5101,natal_campaign,Desktop,122.250.153.80,2017-01-17T11:28:42.000000
3529,imlek_campaign,Desktop,46.198.15.115,1977-09-03T12:12:49.000000
584,imlek_campaign,Desktop,36.56.58.148,2017-02-28T13:03:24.000000
6968,imlek_campaign,Android,91.216.187.168,1996-08-02T21:15:56.000000
1308,natal_campaign,IOS,81.152.24.28,2016-02-12T07:52:49.000000
148,natal_campaign,Desktop,3.10.152.208,2006-11-27T07:00:50.000000
2580,natal_campaign,Desktop,155.92.227.156,1990-08-16T02:58:49.000000
1350,natal_campaign,Android,120.164.19.186,1972-05-23T13:11:51.000000
4161,natal_campaign,Android,204.134.219.79,2014-03-18T01:26:28.000000
7712,lebaran_campaign,Desktop,134.142.78.245,2014-06-26T08:13:40.000000
6261,imlek_campaign,IOS,157.147.157.132,1982-11-30T23:01:07.000000
8053,natal_campaign,Android,3.203.3.57,1989-05-20T23:25:34.000000
4455,imlek_campaign,Android,33.29.88.220,2021-11-13T10:19:43.000000
9886,lebaran_campaign,IOS,72.224.37.218,2017-08-06T07:55:28.000000
3129,lebaran_campaign,Android,7.44.216.91,1996-08-24T17:54:26.000000
3032,natal_campaign,Android,168.15.36.125,2014-07-14T14:39:50.000000
3376,lebaran_campaign,Android,86.101.242.108,1996-06-21T00:42:11.000000
6484,lebaran_campaign,IOS,152.120.191.63,2003-04-02T11:01:32.000000
9351,natal_campaign,IOS,83.172.151.146,1988-10-19T22:40:55.000000
8706,natal_campaign,Android,133.212.205.203,2004-09-25T11:02:30.000000
1326,imlek_campaign,Desktop,110.184.98.190,2011-01-15T19:05:17.000000
2400,imlek_campaign,Desktop,111.246.186.7,1985-01-04T17:18:52.000000
1388,lebaran_campaign,Desktop,38.186.194.215,1981-11-20T05:11:12.000000
3780,natal_campaign,IOS,169.211.166.10,1992-06-16T20:27:56.000000
5930,imlek_campaign,Android,145.184.113.138,1977-03-19T19:53:32.000000
8434,imlek_campaign,Desktop,82.141.218.110,1984-09-27T09:11:38.000000
3258,natal_campaign,IOS,154.17.81.16,1976-11-27T08:40:23.000000
2015,imlek_campaign,IOS,223.179.54.181,1975-12-20T21:10:35.000000
1298,natal_campaign,Android,6.1.216.84,2002-02-15T10:47:01.000000
8745,natal_campaign,Android,175.100.37.18,2016-01-15T09:18:33.000000
5388,imlek_campaign,IOS,112.13.226.59,1983-10-29T18:20:15.000000
8959,natal_campaign,Desktop,153.254.95.253,1975-02-07T01:20:11.000000
3664,natal_campaign,Desktop,108.96.223.47,1972-08-12T07:29:44.000000
3515,lebaran_campaign,Desktop,18.48.180.64,1977-02-04T06:25:16.000000
4102,lebaran_campaign,Desktop,67.132.217.200,2020-09-13T11:36:02.000000
7546,natal_campaign,Desktop,81.108.1.63,2016-06-18T17:04:14.000000
1493,natal_campaign,IOS,162.114.90.189,2016-03-28T21:42:58.000000
7932,lebaran_campaign,Android,118.133.202.173,1975-11-08T04:07:10.000000
1995,lebaran_campaign,IOS,37.45.42.24,1990-08-18T02:36:59.000000
5585,lebaran_campaign,IOS,70.142.95.222,2001-12-26T21:25:07.000000
1550,imlek_campaign,IOS,93.42.116.50,2016-07-05T12:06:56.000000
4530,lebaran_campaign,IOS,106.129.64.31,1986-06-12T22:02:43.000000
2333,imlek_campaign,Android,131.209.121.113,1991-08-04T18:47:03.000000
8832,imlek_campaign,IOS,24.131.199.161,1972-05-16T13:33:35.000000
8292,lebaran_campaign,Desktop,182.89.245.33,2010-11-01T16:23:49.000000
7321,imlek_campaign,Desktop,167.80.218.107,1991-04-10T11:00:57.000000
1214,lebaran_campaign,Android,10.56.199.200,1975-01-16T07:00:34.000000
4886,imlek_campaign,IOS,112.1.138.141,2022-10-15T11:12:03.000000
1702,natal_campaign,Desktop,221.138.187.172,1981-01-10T23:19:59.000000
9160,lebaran_campaign,Desktop,17.51.23.223,1975-02-16T00:56:13.000000
1579,lebaran_campaign,Android,18.0.88.255,2010-11-03T22:22:59.000000
3263,natal_campaign,Android,9.16.111.193,1976-09-19T12:29:44.000000
6856,imlek_campaign,Android,209.221.208.5,2002-06-22T00:50:36.000000
93,lebaran_campaign,Desktop,21.32.210.24,1993-02-06T20:58:14.000000
1943,natal_campaign,Desktop,206.181.96.255,1984-10-17T03:07:36.000000
7641,imlek_campaign,IOS,49.164.178.39,2007-04-16T16:29:43.000000
6714,lebaran_campaign,Android,221.136.114.188,2010-11-02T20:28:06.000000
9960,lebaran_campaign,Desktop,199.91.78.204,1991-08-26T12:18:41.000000
6697,lebaran_campaign,Android,134.161.191.224,1994-01-10T05:14:27.000000
346,lebaran_campaign,Desktop,113.246.157.69,2012-11-20T18:08:55.000000
6953,imlek_campaign,Android,164.130.208.37,1989-03-20T06:34:58.000000
9306,lebaran_campaign,Android,81.255.1.49,1987-01-01T15:22:39.000000
2139,lebaran_campaign,Android,210.28.51.42,1992-06-18T18:25:22.000000
8979,lebaran_campaign,IOS,123.11.242.99,1976-01-27T17:29:28.000000
2048,imlek_campaign,IOS,140.157.26.176,1989-08-05T22:10:03.000000
4957,imlek_campaign,Desktop,143.117.85.146,2012-02-04T06:34:45.000000
60,natal_campaign,Android,55.98.218.167,1979-02-23T04:10:07.000000
6785,natal_campaign,Android,30.15.230.7,1970-03-24T17:37:59.000000
3957,lebaran_campaign,IOS,208.234.8.61,1987-07-18T12:28:57.000000
9782,imlek_campaign,IOS,169.92.96.106,1977-04-04T17:31:42.000000
4737,imlek_campaign,IOS,145.86.153.124,2019-10-28T12:41:40.000000
2682,lebaran_campaign,Android,201.200.88.158,1987-02-01T07:42:16.000000
2202,imlek_campaign,Desktop,70.179.120.24,2018-07-31T08:45:48.000000
6046,imlek_campaign,Desktop,170.46.135.143,1996-11-27T01:42:40.000000
8787,imlek_campaign,Desktop,201.103.214.210,2023-05-31T15:07:02.000000
8774,natal_campaign,Desktop,176.234.134.70,1986-03-04T18:06:25.000000
4019,imlek_campaign,Android,109.38.180.58,2002-04-25T03:06:05.000000
891,lebaran_campaign,Desktop,56.179.203.33,1983-06-19T08:56:16.000000
8086,natal_campaign,Desktop,165.101.6.135,2017-04-05T23:27:29.000000
7808,natal_campaign,Android,16.92.101.73,1975-10-15T12:54:56.000000
7663,imlek_campaign,Android,48.162.101.227,2017-03-20T16:26:32.000000
5446,natal_campaign,IOS,90.108.148.5,1979-03-03T02:55:00.000000
8703,imlek_campaign,Desktop,144.37.155.196,2022-08-24T10:12:25.000000
871,natal_campaign,Android,80.57.217.169,1990-11-16T07:12:18.000000
6514,lebaran_campaign,Desktop,80.49.229.61,1984-01-31T11:15:05.000000
1664,lebaran_campaign,IOS,72.74.182.181,2000-02-20T03:35:16.000000
8130,imlek_campaign,Desktop,55.10.210.34,1997-03-31T23:34:59.000000
5920,natal_campaign,Android,22.222.217.96,2016-09-29T15:45:07.000000
4536,lebaran_campaign,IOS,28.2.119.115,1994-10-03T20:02:11.000000
1434,imlek_campaign,IOS,131.64.48.230,1975-07-04T16:02:17.000000
9419,lebaran_campaign,IOS,99.224.109.90,2009-01-23T11:34:17.000000
9055,lebaran_campaign,IOS,140.116.206.159,2021-09-26T19:30:11.000000
8269,lebaran_campaign,IOS,14.87.71.169,1971-01-31T10:06:43.000000
4365,imlek_campaign,IOS,80.114.4.112,1995-04-21T03:07:59.000000
6595,natal_campaign,Desktop,29.244.50.180,1993-02-09T20:17:03.000000
1111,lebaran_campaign,Android,35.209.176.160,1989-03-04T18:17:35.000000
5598,lebaran_campaign,Desktop,78.153.156.169,1996-08-17T10:14:16.000000
9493,imlek_campaign,IOS,33.163.168.1,1997-12-21T22:24:04.000000
9787,lebaran_campaign,Android,222.191.88.194,1979-02-03T03:35:58.000000
5729,natal_campaign,IOS,116.144.11.21,2016-03-05T07:57:35.000000
9096,natal_campaign,Desktop,210.183.226.168,2007-07-02T23:28:00.000000
6246,natal_campaign,Android,166.195.63.53,1971-02-20T04:09:57.000000
831,natal_campaign,Android,134.20.197.174,2003-03-21T03:00:44.000000
3034,natal_campaign,IOS,116.175.170.116,2017-03-18T18:16:16.000000
8969,lebaran_campaign,Desktop,157.158.33.207,1985-10-03T01:19:20.000000
1405,lebaran_campaign,Android,34.86.235.76,1985-08-06T05:59:43.000000
23,natal_campaign,Android,167.236.8.100,2009-11-07T05:00:06.000000
5025,natal_campaign,Desktop,140.199.167.21,1993-02-19T10:25:14.000000
7881,natal_campaign,Desktop,222.154.94.26,2001-09-29T20:44:26.000000
9317,lebaran_campaign,Desktop,139.35.230.102,1990-10-07T01:47:18.000000
1418,imlek_campaign,Android,52.32.39.234,2019-10-11T08:37:52.000000
4856,lebaran_campaign,IOS,88.222.176.79,1977-02-05T13:28:26.000000
7410,lebaran_campaign,IOS,121.106.29.5,2002-07-05T19:22:41.000000
8471,natal_campaign,Android,149.245.199.155,2016-03-06T07:56:36.000000
2336,natal_campaign,Android,172.237.200.5,1986-04-12T18:53:42.000000
9686,lebaran_campaign,IOS,90.173.118.189,2005-08-10T16:28:50.000000
8988,imlek_campaign,Desktop,2.164.177.234,2000-01-31T22:42:01.000000
1301,lebaran_campaign,Desktop,214.193.146.154,1976-03-08T14:42:30.000000
8287,natal_campaign,Android,196.212.243.132,2009-02-10T04:34:22.000000
1923,imlek_campaign,Android,215.217.249.124,2005-09-01T12:59:40.000000
7037,natal_campaign,IOS,53.57.206.217,2009-10-17T22:45:09.000000
7447,lebaran_campaign,Android,210.192.150.13,2018-11-08T23:04:49.000000
7290,lebaran_campaign,Desktop,111.123.112.231,1999-07-31T02:59:56.000000
5483,lebaran_campaign,Android,71.7.96.112,1974-02-13T01:22:02.000000
7118,lebaran_campaign,IOS,66.45.45.36,1981-11-21T06:46:09.000000
2451,lebaran_campaign,Desktop,116.208.119.2,2018-07-12T21:49:56.000000
3521,imlek_campaign,IOS,182.52.197.79,1978-01-21T23:50:32.000000
7689,lebaran_campaign,Desktop,38.154.33.20,2019-05-29T09:57:41.000000
7833,imlek_campaign,Desktop,222.241.216.130,2002-01-09T13:07:51.000000
7790,lebaran_campaign,Desktop,82.149.33.111,1983-07-19T23:44:48.000000
6419,imlek_campaign,Desktop,1.104.64.105,2022-08-03T08:00:10.000000
9812,lebaran_campaign,IOS,187.181.203.106,2008-12-22T02:25:37.000000
4468,natal_campaign,Desktop,129.139.160.8,2023-03-27T05:40:59.000000
5333,imlek_campaign,Desktop,41.119.195.34,2013-05-10T11:10:41.000000
2920,imlek_campaign,Android,113.136.54.144,1991-12-21T23:55:13.000000
8125,lebaran_campaign,Desktop,94.68.194.21,2016-07-23T04:04:08.000000
8998,imlek_campaign,Desktop,102.239.41.136,1979-05-23T15:19:48.000000
5774,imlek_campaign,Desktop,18.45.56.226,2001-11-02T19:38:38.000000
9814,imlek_campaign,IOS,59.22.219.127,2015-08-28T06:33:44.000000
6678,imlek_campaign,Desktop,125.66.222.140,2003-08-01T21:39:06.000000
3150,natal_campaign,IOS,208.117.84.120,1972-07-14T19:34:09.000000
8813,natal_campaign,Android,94.223.73.61,2003-07-12T16:12:53.000000
8322,natal_campaign,Desktop,167.188.242.203,2023-10-10T18:19:25.000000
8404,lebaran_campaign,Desktop,216.100.92.58,2017-12-05T06:40:12.000000
600,imlek_campaign,IOS,140.44.154.37,1999-11-13T01:34:53.000000
7811,lebaran_campaign,Android,172.61.112.171,1980-08-08T14:11:51.000000
1968,natal_campaign,IOS,80.173.249.176,1980-05-10T11:28:54.000000
6507,lebaran_campaign,Desktop,37.248.108.251,2013-01-13T17:14:04.000000
7894,imlek_campaign,IOS,216.72.36.169,1989-09-11T18:11:03.000000
6267,imlek_campaign,Desktop,174.195.238.135,1995-03-09T11:00:36.000000
653,lebaran_campaign,Desktop,4.150.178.74,1987-08-09T03:13:18.000000
6426,natal_campaign,Desktop,130.0.65.27,2002-09-09T02:07:38.000000
7793,lebaran_campaign,Android,205.195.224.172,1988-02-03T15:10:01.000000
3628,natal_campaign,Android,217.225.210.169,2006-07-14T18:00:57.000000
3745,lebaran_campaign,Android,95.74.117.23,1975-08-31T05:06:23.000000
7879,lebaran_campaign,IOS,92.214.246.188,2003-09-29T02:18:40.000000
644,lebaran_campaign,Desktop,71.45.55.28,1983-12-17T22:30:09.000000
8912,natal_campaign,IOS,37.171.19.221,2017-03-11T03:10:17.000000
6513,imlek_campaign,Desktop,200.156.76.78,1991-07-06T06:32:14.000000
532,imlek_campaign,Desktop,215.209.2.40,2020-11-08T21:16:39.000000
9149,natal_campaign,Desktop,38.8.123.99,1977-11-28T12:42:22.000000
8994,imlek_campaign,Android,171.136.208.127,2000-04-19T09:25:17.000000
7370,lebaran_campaign,Android,137.157.199.199,2002-06-15T17:59:05.000000
7752,imlek_campaign,IOS,170.110.179.9,2011-09-25T13:52:27.000000
2991,natal_campaign,IOS,72.178.219.36,1984-02-19T18:30:16.000000
7244,natal_campaign,IOS,58.226.227.152,1983-08-14T20:24:40.000000
1568,natal_campaign,Android,78.156.147.45,1990-11-27T05:57:07.000000
634,lebaran_campaign,Android,142.3.164.100,2005-09-23T11:00:15.000000
6854,imlek_campaign,IOS,96.230.56.48,1993-03-10T13:04:15.000000
5991,imlek_campaign,IOS,68.63.219.49,1988-04-04T00:43:57.000000
6177,imlek_campaign,Desktop,95.211.6.117,1982-09-27T03:54:04.000000
6294,imlek_campaign,Desktop,62.83.118.118,1993-03-12T03:31:35.000000
5904,imlek_campaign,Android,216.196.77.3,2020-03-10T16:07:32.000000
9899,imlek_campaign,Desktop,10.250.152.77,1989-06-21T01:08:13.000000
5336,imlek_campaign,IOS,183.186.160.69,2022-05-05T14:02:55.000000
1091,lebaran_campaign,IOS,203.57.93.46,2013-10-19T23:48:17.000000
6951,lebaran_campaign,Android,157.110.65.35,2003-12-22T15:55:53.000000
5131,imlek_campaign,Desktop,205.14.190.173,1989-06-25T19:53:07.000000
5293,imlek_campaign,IOS,147.45.77.43,1997-05-26T12:38:37.000000
3570,natal_campaign,Desktop,20.34.170.231,2021-01-01T01:44:42.000000
3652,natal_campaign,Android,2.15.252.9,2018-05-12T21:36:55.000000
2375,natal_campaign,Desktop,31.236.17.106,2006-08-18T13:42:27.000000
4984,lebaran_campaign,IOS,55.94.201.129,2021-06-13T21:27:44.000000
1310,imlek_campaign,Android,205.132.25.244,1980-06-20T01:48:55.000000
6227,lebaran_campaign,IOS,5.141.84.235,2013-05-21T19:46:06.000000
3417,lebaran_campaign,Desktop,111.145.139.249,2008-07-18T12:32:38.000000
7848,imlek_campaign,Android,75.84.85.123,1976-02-02T13:22:44.000000
9612,imlek_campaign,Android,45.173.224.153,1991-06-19T08:40:27.000000
4180,imlek_campaign,Android,77.154.249.87,2021-01-14T19:39:33.000000
2371,imlek_campaign,Android,71.13.93.86,2021-09-26T17:34:03.000000
8228,imlek_campaign,Desktop,1.173.44.119,1986-12-21T21:37:08.000000
8856,lebaran_campaign,Android,207.61.95.198,2009-05-18T08:56:07.000000
4381,lebaran_campaign,Android,216.95.127.228,2015-05-20T23:10:27.000000
5279,imlek_campaign,Desktop,7.203.44.254,1993-12-18T04:57:13.000000
1099,natal_campaign,Android,102.82.22.122,1976-01-12T06:02:35.000000
8696,natal_campaign,Android,142.32.53.222,1981-01-09T12:02:05.000000
8397,natal_campaign,Desktop,132.245.54.89,1996-04-02T17:53:11.000000
4637,imlek_campaign,IOS,183.17.44.238,2015-10-19T04:56:48.000000
7102,natal_campaign,IOS,222.207.22.63,1985-04-09T17:43:09.000000
484,natal_campaign,IOS,143.209.104.56,2000-01-01T11:17:17.000000
7323,natal_campaign,IOS,125.64.50.96,1972-01-04T20:06:34.000000
2323,lebaran_campaign,Desktop,140.120.63.241,1979-05-09T08:41:12.000000
1823,natal_campaign,IOS,71.249.238.225,1984-08-23T17:21:55.000000
1609,lebaran_campaign,IOS,32.80.141.29,2014-08-20T08:00:10.000000
1043,imlek_campaign,Android,107.112.215.212,2016-12-03T00:01:14.000000
1094,lebaran_campaign,Desktop,198.154.204.68,2010-06-14T17:29:02.000000
2496,natal_campaign,Android,56.176.209.99,1983-09-20T10:07:28.000000
9572,lebaran_campaign,Android,154.30.144.138,1998-10-28T20:13:52.000000
7177,imlek_campaign,IOS,153.49.106.139,1986-12-10T12:08:33.000000
1737,imlek_campaign,IOS,51.38.11.21,2007-12-12T09:12:07.000000
6012,lebaran_campaign,IOS,9.248.26.12,1986-09-27T22:34:08.000000
7940,lebaran_campaign,Desktop,11.35.189.248,2011-04-29T22:57:51.000000
4150,natal_campaign,Desktop,74.133.46.87,2012-05-09T09:30:54.000000
5546,imlek_campaign,IOS,124.236.188.104,1998-02-14T18:22:46.000000
6792,lebaran_campaign,Desktop,11.56.35.200,2019-10-26T05:30:15.000000
8334,imlek_campaign,Desktop,97.93.113.216,1985-10-26T09:50:34.000000
3825,natal_campaign,Android,147.148.56.131,2016-12-21T15:29:42.000000
7488,lebaran_campaign,IOS,30.214.39.101,2022-09-06T09:03:59.000000
5868,natal_campaign,IOS,216.230.50.206,1975-07-20T10:29:43.000000
6852,lebaran_campaign,IOS,26.43.61.137,1980-11-21T18:18:39.000000
1526,lebaran_campaign,Desktop,179.30.246.213,1995-03-29T02:04:50.000000
4706,natal_campaign,Android,172.188.117.197,1976-10-02T21:35:42.000000
8001,lebaran_campaign,IOS,111.16.52.172,1978-12-11T23:30:05.000000
1953,imlek_campaign,Android,141.245.59.86,2020-03-14T11:25:36.000000
2105,imlek_campaign,Android,221.118.6.154,1974-03-23T20:00:56.000000
9834,lebaran_campaign,Android,158.14.35.27,2013-07-01T15:57:03.000000
2912,natal_campaign,Android,53.244.25.221,2001-04-27T05:16:02.000000
3399,lebaran_campaign,Android,111.50.195.155,1978-12-23T10:38:35.000000
7404,imlek_campaign,Desktop,79.86.29.186,1987-11-25T17:29:19.000000
